train_mssg,train_spam
"['talk', 'atleast', 'day', 'otherwise', 'miss', 'best', 'friend', 'world', 'shakespeare', 'shesil', 'lt', 'gt']",ham
"['many', 'company', 'tell', 'language']",ham
"['u', 'sleeping', 'going', 'take', 'haha', 'got', 'spy', 'wat', 'online', 'checking', 'n', 'replying', 'mail', 'lor']",ham
"['ok', 'said', 'got', 'wisdom', 'teeth', 'hidden', 'inside', 'n', 'mayb', 'need', '2', 'remove']",ham
"['know', 'anthony', 'bringing', 'money', 'school', 'fee', 'pay', 'rent', 'stuff', 'like', 'thats', 'need', 'help', 'friend', 'need']",ham
"['issue', 'right', 'ill', 'fix', 'tomorrow']",ham
"['cos', 'want', 'thing']",ham
"['single', 'single', 'answer', 'fighting', 'plus', 'said', 'broke', 'didnt', 'reply']",ham
['special'],ham
"['goodmorning', 'today', 'late', 'lt', 'decimal', 'gt', 'min']",ham
"['8007', '25p', '4', 'alfie', 'moon', 'children', 'need', 'song', 'ur', 'mob', 'tell', 'ur', 'm8s', 'txt', 'tone', 'charity', '8007', 'nokias', 'poly', 'charity', 'polys', 'zed', '08701417012', 'profit', '2', 'charity']",spam
"['guess', 'pub', 'im', 'im', 'happy', 'pig', 'clover', 'whatever', 'saying']",ham
"['7', 'go', 'ok', 'na']",ham
"['haha', 'awesome', '4u', 'couple', 'time', 'coming']",ham
"['yes', 'many', 'sweet']",ham
"['xclusive', 'clubsaisai', '2morow', '28', '5', 'soiree', 'speciale', 'zouk', 'nichols', 'paris', 'free', 'roses', '2', 'ladies', 'info', '07946746291', '07880867867']",spam
"['tagged', 'friend', 'seemed', 'count', 'friend']",ham
"['ah', 'well', 'confuses', 'thing', 'doesnt', 'thought', 'friend', 'maybe', 'wrong', 'thing', 'already', 'sort', 'invited', 'tho', 'may', 'come', 'co', 'money']",ham
"['hey', 'booked', 'kb', 'sat', 'already', 'lesson', 'going', 'ah', 'keep', 'sat', 'night', 'free', 'need', 'meet', 'confirm', 'lodging']",ham
"['ok', 'stay', 'night', 'xavier', 'sleeping', 'bag', 'getting', 'tired']",ham
"['eye', 'philosophy']",ham
"['really', 'dude', 'friend', 'afraid']",ham
"['lol', 'right', 'diet', 'everyday', 'cheat', 'anyway', 'meant', 'fatty']",ham
"['hoping', 'get', 'away', '7', 'langport', 'still', 'town', 'tonight']",ham
"['hi', 'wlcome', 'back', 'wonder', 'got', 'eaten', 'lion', 'something', 'nothing', 'much']",ham
"['importantly', 'discus', 'u']",ham
"['hey', 'booked', 'pilate', 'yoga', 'lesson', 'already', 'haha']",ham
"['fishrman', 'woke', 'early', 'mrng', 'dark', 'waited', 'amp', 'found', 'sack', 'ful', 'stone', 'strtd', 'throwin', 'thm', 'in2', 'sea', '2', 'pas', 'time', 'atlast', 'jus', '1stone', 'sun', 'rose', 'amp', 'found', 'tht', 'r', 'nt', 'stone', 'diamond', 'moral', 'dont', 'wake', 'early', 'mrng', 'good', 'night']",ham
"['yo', 'jp', 'hungry', 'like', 'mofo']",ham
"['yo', 'watching', 'movie', 'netflix']",ham
"['arr', 'birthday', 'today', 'wish', 'get', 'oscar']",ham
"['accidentally', 'brought', 'em', 'home', 'box']",ham
"['know', 'lacking', 'particular', 'dramastorm', 'detail', 'part', 'worried']",ham
"['reach', 'ard', '20', 'min', 'ok']",ham
"['nope', 'c', 'ü']",ham
"['make', 'sure', 'alex', 'knows', 'birthday', 'fifteen', 'minutes', 'far', 'concerned']",ham
"['got', 'like', 'lt', 'gt', 'get', 'later', 'though', 'get', 'whatever', 'feel', 'like']",ham
"['bad', 'girl', 'lady']",ham
"['ya', 'ü', 'taking', 'ure', 'practical', 'lesson', 'start', 'june']",ham
['ok'],ham
"['life', 'face', 'choice', 'toss', 'coin', 'becoz', 'settle', 'question', 'coin', 'air', 'u', 'know', 'heart', 'hoping', 'gudni8']",ham
"['please', 'call', '08712402902', 'immediately', 'urgent', 'message', 'waiting']",spam
"['hmm', 'ill', 'think', 'ok', 'forgiven']",ham
"['ur', 'going', '2', 'bahamas', 'callfreefone', '08081560665', 'speak', 'live', 'operator', 'claim', 'either', 'bahamas', 'cruise', '2000', 'cash', '18', 'opt', 'txt', 'x', '07786200117']",spam
"['see', 'forwarding', 'message', 'proof']",ham
"['watching', 'tv', 'got', 'new', 'job']",ham
"['cause', 'freaky', 'lol']",ham
"['accidentally', 'deleted', 'message', 'resend', 'please']",ham
"['yo', 'way', 'could', 'pick', 'something', 'tonight']",ham
"['night', 'worrying', 'appt', 'shame', 'missed', 'girl', 'night', 'quiz', 'popcorn', 'hair']",ham
"['hot', 'live', 'fantasies', 'call', '08707509020', '20p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', '1327', 'croydon', 'cr9', '5wb', '0870', 'k']",spam
"['take', 'care', 'sleep', 'well', 'need', 'learn', 'change', 'life', 'need', 'get', 'convinced', 'wait', 'conversation', 'u', 'get', 'convinced', 'time', 'family', 'many', 'sens', 'respect', 'overemphasise', 'u', 'role', 'life']",ham
"['dunno', 'lets', 'go', 'learn', 'pilate']",ham
"['got', 'xmas', 'radio', 'time', 'get']",ham
"['k', 'k', 'month', 'kotees', 'birthday', 'know']",ham
"['reached', 'home', 'tired', 'come', 'tomorro']",ham
"['charge', 'transfer', 'charge', 'withdraw', 'anyhow', 'like']",ham
"['gr8', 'new', 'service', 'live', 'sex', 'video', 'chat', 'mob', 'see', 'sexiest', 'dirtiest', 'girl', 'live', 'ur', 'phone', '4', 'detail', 'text', 'horny', '89070', 'cancel', 'send', 'stop', '89070']",spam
"['free', 'message', 'activate', '500', 'free', 'text', 'messages', 'replying', 'message', 'word', 'free', 'term', 'condition', 'visit', 'www', '07781482378', 'com']",spam
"['time', 'thinkin', 'goin']",ham
"['cool', 'let', 'know', 'kick', 'around', 'lt', 'gt', 'day']",ham
"['meeting', 'darren']",ham
"['yes', 'replied', 'mail', 'going', 'management', 'office', 'later', 'plus', 'bank', 'later', 'also', 'wednesday']",ham
"['watching', 'surya', 'movie', '6', 'pm', 'vijay', 'movie', 'pokkiri']",ham
"['let', 'know', 'detail', 'fri', 'u', 'find', 'co', 'tom', 'fri', 'mentionned', 'chinese', 'thanks']",ham
"['webpage', 'available']",ham
"['night', 'ended', 'another', 'day', 'morning', 'come', 'special', 'way', 'may', 'smile', 'like', 'sunny', 'ray', 'leaf', 'worry', 'blue', 'blue', 'bay', 'gud', 'mrng']",ham
"['give', 'one', 'miss', 'number', 'please']",ham
"['kent', 'vale', 'lor', 'ü', 'wait', '4', 'ar']",ham
"['camera', 'awarded', 'sipix', 'digital', 'camera', 'call', '09061221066', 'fromm', 'landline', 'delivery', 'within', '28', 'day']",spam
"['keep', 'seeing', 'weird', 'shit', 'bein', 'woah', 'realising', 'actually', 'reasonable', 'oh']",ham
"['reach', 'office', 'around', 'lt', 'decimal', 'gt', 'amp', 'mobile', 'problem', 'cann', 'get', 'voice', 'call', 'asa', 'free']",ham
"['yeah', 'fact', 'asked', 'needed', 'anything', 'like', 'hour', 'ago', 'much']",ham
"['busy', 'trying', 'finish', 'new', 'year', 'looking', 'forward', 'finally', 'meeting']",ham
"['solve', 'case', 'man', 'found', 'murdered', 'lt', 'decimal', 'gt', 'lt', 'gt', 'afternoon', '1', 'wife', 'called', 'police', '2', 'police', 'questioned', 'everyone', '3', 'wife', 'sir', 'sleeping', 'murder', 'took', 'place', '4', 'cook', 'cooking', '5', 'gardener', 'picking', 'vegetable', '6', 'house', 'maid', 'went', '2', 'post', 'office', '7', 'children', 'went', '2', 'play', '8', 'neighbour', 'went', '2', 'marriage', 'police', 'arrested', 'murderer', 'immediately', 'reply', 'reason', 'u', 'r', 'brilliant']",ham
"['pls', 'pls', 'drink', 'plenty', 'plenty', 'water']",ham
"['swt', 'thought', 'nver', 'get', 'tired', 'little', 'thing', '4', 'lovable', 'person', 'coz', 'somtimes', 'little', 'thing', 'occupy', 'biggest', 'part', 'hearts', 'gud', 'ni8']",ham
"['sad', 'story', 'man', 'last', 'week', 'b', 'day', 'wife', 'nt', 'wish', 'parents', 'forgot', 'n', 'kids', 'went', 'work', 'even', 'colleagues', 'wish', 'entered', 'cabin', 'pa', 'said', 'happy', 'b', 'day', 'boss', 'felt', 'special', 'askd', '4', 'lunch', 'lunch', 'invited', 'apartment', 'went', 'said', 'u', 'mind', 'go', 'bedroom', 'minute', 'ok', 'sed', 'sexy', 'mood', 'came', '5', 'minuts', 'latr', 'wid', 'cake', 'n', 'wife', 'parents', 'kidz', 'friends', 'n', 'colleagues', 'screaming', 'surprise', 'waiting', 'sofa', 'naked']",ham
"['k', 'k', 'performed']",ham
"['ceri', 'u', 'rebel', 'sweet', 'dreamz', 'little', 'buddy', 'c', 'ya', '2moro', 'needs', 'blokes']",ham
"['k', 'u', 'also', 'dont', 'msg', 'reply', 'msg']",ham
"['home', 'please', 'call']",ham
"['li', 'hai', 'bored', 'da', 'lecturer', 'repeating', 'last', 'week', 'stuff', 'waste', 'time']",ham
"['spending', 'new', 'year', 'brother', 'family', 'lets', 'plan', 'meet', 'next', 'week', 'ready', 'spoiled']",ham
"['record', 'indicate', 'u', 'maybe', 'entitled', '5000', 'pound', 'compensation', 'accident', 'claim', '4', 'free', 'reply', 'claim', 'msg', '2', 'stop', 'txt', 'stop']",spam
"['want', '2', 'get', 'laid', 'tonight', 'want', 'real', 'dogging', 'location', 'sent', 'direct', '2', 'ur', 'mob', 'join', 'uk', 'largest', 'dogging', 'network', 'txting', 'moan', '69888nyt', 'ec2a', '31p', 'msg', '150p']",spam
"['hey', 'project', 'started', 'aha', 'da']",ham
"['aah', 'cuddle', 'would', 'lush', 'need', 'lot', 'tea', 'soup', 'kind', 'fumbling']",ham
"['nobody', 'name', 'penis', 'girl', 'name', 'story', 'add']",ham
"['3', 'free', 'tarot', 'texts', 'find', 'love', 'life', 'try', '3', 'free', 'text', 'chance', '85555', '16', '3', 'free', 'msgs', '1', '50']",spam
"['k', 'might', 'come', 'tonight', 'class', 'let', 'early']",ham
"['ur', 'physic', 'get']",ham
"['oh', 'yeah', 'forgot', 'u', 'take', '2', 'shopping']",ham
"['double', 'min', 'txts', '4', '6months', 'free', 'bluetooth', 'orange', 'available', 'sony', 'nokia', 'motorola', 'phone', 'call', 'mobileupd8', '08000839402', 'call2optout', 'n9dx']",spam
"['road', 'cant', 'txt']",ham
"['shall', 'start', 'hear']",ham
"['enufcredeit', 'tocall', 'shall', 'ileave', 'uni', '6', 'get', 'bus', 'yor', 'house']",ham
"['jay', 'getting', 'really', 'impatient', 'belligerent']",ham
"['pls', 'help', 'tell', 'sura', 'expecting', 'battery', 'hont', 'pls', 'send', 'message', 'download', 'movie', 'thanks']",ham
"['like', 'spoiled']",ham
"['forgot', '2', 'ask', 'ü', 'smth', 'card', 'da', 'present', 'lei', 'ü', 'want', '2', 'write', 'smth', 'sign']",ham
['guy'],ham
"['wake', 'lt', 'gt', 'morning']",ham
"['meant', 'middle', 'left', 'right']",ham
"['k', 'k', 'tomorrow', 'onwards', 'started', 'ah']",ham
"['take', 'lt', 'gt', 'min']",ham
"['sent', 'ur', 'email', 'id', 'soon']",ham
"['thats', 'cool', 'liked', 'photo', 'sexy']",ham
"['dear', 'regret', 'cudnt', 'pick', 'call', 'drove', 'frm', 'ctla', 'cochin', 'home', 'left', 'mobile', 'car', 'ente', 'style', 'ishtamayoo', 'happy', 'bakrid']",ham
"['dont', 'pack', 'buy', 'store', 'like', 'cereal', 'must', 'pack', 'food', 'pack', 'gari', 'something', '9ja', 'miss']",ham
"['finished', 'eating', 'got', 'u', 'plate', 'leftover', 'time']",ham
"['goodnight', 'sleep', 'well', 'da', 'please', 'take', 'care', 'pa', 'please']",ham
"['leave', 'around', 'four', 'ok']",ham
"['eatin', 'lunch']",ham
"['nope', 'forgot', 'show', 'next', 'week']",ham
"['mm', 'ask', 'come', 'enough']",ham
"['ok', 'anybody', 'asks', 'abt', 'u', 'tel', 'p']",ham
"['reaching', 'home', '5', 'min']",ham
"['escape', 'theatre', 'going', 'watch', 'kavalan', 'minute']",ham
"['1', 'nokia', 'tone', '4', 'ur', 'mob', 'every', 'week', 'txt', 'nok', '87021', '1st', 'tone', 'free', 'get', 'txtin', 'tell', 'ur', 'friend', '150p', 'tone', '16', 'reply', 'hl', '4info']",spam
"['great', 'princess', 'thinking']",ham
"['valued', 'vodafone', 'customer', 'computer', 'picked', 'win', '150', 'prize', 'collect', 'easy', 'call', '09061743386']",spam
"['storming', 'msg', 'wen', 'u', 'lift', 'phne', 'u', 'say', 'hello', 'u', 'knw', 'wt', 'real', 'meaning', 'hello', 'name', 'girl', 'yes', 'u', 'knw', 'dat', 'girl', 'margaret', 'hello', 'girlfrnd', 'f', 'grahmbell', 'invnted', 'telphone', 'moral', 'one', '4get', 'name', 'person', 'bt', 'girlfrnd', 'g', 'n', 'g', 'h']",ham
"['left', 'yet', 'probably', 'gonna', 'til', 'dinner']",ham
"['free', 'video', 'camera', 'phone', 'half', 'price', 'line', 'rental', '12', 'mths', '500', 'cross', 'ntwk', 'min', '100', 'txts', 'call', 'mobileupd8', '08001950382', 'call2optout', '674']",spam
"['private', '2003', 'account', 'statement', 'show', '800', 'un', 'redeemed', 'point', 'call', '08715203685', 'identifier', 'code', '4xx26', 'expires', '13', '10', '04']",spam
"['dude', 'saw', 'parked', 'car', 'sunroof', 'popped', 'sux']",ham
"['really', 'still', 'tonight', 'babe']",ham
"['aight', 'time', 'want', 'come']",ham
"['thank', 'meet', 'monday']",ham
"['k', 'much', '8th', 'fifty']",ham
"['boooo', 'always', 'work', 'quit']",ham
"['hey', 'booked', '2', 'lesson', 'sun', 'liao']",ham
"['gud', 'mrng', 'dear', 'nice', 'day']",ham
"['u', 'missed', 'u', 'havent', '2', 'much', 'bit', 'bored', 'holiday', 'want', '2', 'go', 'bak', '2', 'college', 'sad', 'isnt', 'xx']",ham
"['xy', 'trying', 'smth', 'u', 'eat', 'already', 'havent']",ham
"['came', 'look', 'flat', 'seems', 'ok', '50', 'away', 'alot', 'wiv', 'work', 'got', 'woman', 'coming', '6', '30']",ham
"['ok', 'ask', 'abt', 'e', 'movie', 'u', 'wan', 'ktv', 'oso']",ham
"['work', 'please', 'call']",ham
"['tot', 'u', 'reach', 'liao', 'said', 'shirt']",ham
"['v', 'skint', 'fancied', 'bevy', 'waz', 'gona', 'go', 'meet', 'othrs', 'spoon', 'jst', 'bin', 'watchng', 'planet', 'earth', 'sofa', 'v', 'comfey', 'dont', 'make', 'hav', 'gd', 'night']",ham
"['hi', 'mate', 'rv', 'u', 'hav', 'nice', 'hol', 'message', '3', 'say', 'hello', 'coz', 'sent', 'u', '1', 'age', 'started', 'driving', 'stay', 'road', 'rvx']",ham
"['sorry', 'help']",ham
"['available', 'like', 'right', 'around', 'hillsborough', 'amp', 'lt', 'gt', 'th']",ham
"['r', 'home', 'come', 'within', '5', 'min']",ham
"['hi', 'petey', 'noi', 'ok', 'wanted', '2', 'chat', 'coz', 'avent', 'spoken', '2', 'u', '4', 'long', 'time', 'hope', 'ur', 'doin', 'alrite', 'good', 'nit', 'j', 'love', 'ya', 'x']",ham
"['moji', 'informed', 'saved', 'life', 'thanks']",ham
"['mmmmmmm', 'snuggle', 'deep', 'contented', 'sigh', 'whisper', 'fucking', 'love', 'much', 'barely', 'stand']",ham
"['8', 'latest', 'g', 'still', 'scrounge', 'ammo', 'want', 'give', 'new', 'ak', 'try']",ham
"['message', 'free', 'welcome', 'new', 'improved', 'sex', 'dogging', 'club', 'unsubscribe', 'service', 'reply', 'stop', 'msg', '150p', '18']",spam
"['love', 'u', '2', 'babe', 'r', 'u', 'sure', 'everything', 'alrite', 'idiot', 'txt', 'bak', 'girlie']",ham
"['chinatown', 'got', 'porridge', 'claypot', 'rice', 'yam', 'cake', 'fishhead', 'beehoon', 'either', 'eat', 'cheap', 'den', 'go', 'cafe', 'n', 'tok', 'go', 'nydc', 'somethin']",ham
"['ok', 'arm', 'feeling', 'weak', 'cuz', 'got', 'shot', 'go', 'another', 'time']",ham
"['ummmmmaah', 'many', 'many', 'happy', 'return', 'day', 'dear', 'sweet', 'heart', 'happy', 'birthday', 'dear']",ham
"['change', 'window', 'logoff', 'sound']",ham
"['career', 'tel', 'added', 'u', 'contact', 'indyarocks', 'com', 'send', 'free', 'sms', 'remove', 'phonebook', 'sm', 'lt', 'gt']",ham
"['moby', 'pub', 'quiz', 'win', '100', 'high', 'street', 'prize', 'u', 'know', 'new', 'duchess', 'cornwall', 'txt', 'first', 'name', '82277', 'unsub', 'stop', '1', '50', '008704050406', 'sp', 'arrow']",spam
"['aight', 'close', 'still', 'around', 'alex', 'place']",ham
"['u', 'workin', 'overtime', 'nigpun']",ham
"['u', 'sending', 'home', 'first', 'ok', 'lor', 'ready', 'yet']",ham
"['keep', 'ten', 'r', 'shelf', 'buy', 'two', 'egg']",ham
"['free', 'call', 'pa']",ham
"['get', 'cash', 'together', 'text', 'jason']",ham
"['joy', 'father', 'john', 'john', 'name', 'joy', 'father', 'mandan']",ham
"['lick', 'every', 'drop', 'ready', 'use', 'mouth', 'well']",ham
"['cant', 'get', 'da', 'laptop', 'matric', 'card', 'wif', 'ü', 'lei']",ham
"['still', 'chance', 'search', 'hard', 'get', 'let', 'try']",ham
"['yep', 'derek', 'house', 'see', 'sunday', 'lt', '3']",ham
"['stayin', 'trouble', 'stranger', 'saw', 'dave', 'day', 'sorted', 'still', 'bloke', 'u', 'gona', 'get', 'girl', 'mr', 'ur', 'mum', 'still', 'thinks', 'get', '2getha']",ham
"['chk', 'ur', 'belovd', 'm', 'dict']",ham
"['yo', 'come', 'carlos', 'soon']",ham
"['pls', 'accept', 'one', 'day', 'begging', 'change', 'number']",ham
"['hungry', 'buy', 'food', 'good', 'lei', 'mum', 'n', 'yun', 'dun', 'wan', 'juz', 'buy', 'little', 'bit']",ham
"['sorry', 'da', 'thangam', 'sorry', 'held', 'prasad']",ham
"['ugh', 'got', 'outta', 'class']",ham
"['someone', 'contacted', 'dating', 'service', 'entered', 'phone', 'becausethey', 'fancy', 'find', 'call', 'landline', '09058098002', 'pobox1', 'w14rg', '150p']",spam
"['wanted', 'ask', 'ü', 'wait', '4', 'finish', 'lect', 'cos', 'lect', 'finish', 'hour', 'anyway']",ham
['ok'],ham
"['ou', 'guaranteed', 'latest', 'nokia', 'phone', '40gb', 'ipod', 'mp3', 'player', '500', 'prize', 'txt', 'word', 'collect', '83355', 'ibhltd', 'ldnw15h', '150p', 'mtmsgrcvd18']",spam
"['dear', 'relieved', 'westonzoyland', 'going', 'plan', 'end']",ham
"['going', 'nothing', 'great', 'bye']",ham
"['read', 'shame', 'tell', 'take', 'run', 'blame', 'u', '4', 'ever', 'really', '4', 'ever', 'long', 'time']",ham
"['greatest', 'test', 'courage', 'earth', 'bear', 'defeat', 'without', 'losing', 'heart', 'gn', 'tc']",ham
"['got', 'thing', 'may', 'pub', 'later']",ham
"['aight', 'tomorrow', 'around', 'lt', 'gt']",ham
"['yes', 'mum', 'lookin', 'strong']",ham
"['texted', 'finished', 'long', 'time', 'ago', 'showered', 'er', 'ything']",ham
"['hey', 'missed', 'tm', 'last', 'night', 'phone', 'charge', 'smile', 'meeting', 'friend', 'shortly']",ham
"['sent', 'lt', 'gt', 'buck']",ham
"['part', 'checking', 'iq']",ham
"['k', 'leaving', 'soon', 'little', '9']",ham
"['apo', 'mokka', 'player']",ham
"['cool', 'like', 'swimming', 'pool', 'jacuzzi', 'house']",ham
"['misplaced', 'number', 'sending', 'text', 'old', 'number', 'wondering', 'heard', 'year', 'best', 'mcat', 'got', 'number', 'atlanta', 'friend']",ham
"['happen', 'dear', 'tell']",ham
"['yeah', 'whatever', 'lol']",ham
"['u', 'attend', 'ur', 'driving', 'lesson', 'many', 'time', 'wk', 'n', 'day']",ham
"['aight', 'ask', 'roommate']",ham
"['cant', 'pick', 'phone', 'right', 'pls', 'send', 'message']",ham
"['u', 'r', 'beautiful', 'girl', 'ive', 'ever', 'seen', 'u', 'r', 'baby', 'come', 'c', 'common', 'room']",ham
"['k', 'sent']",ham
"['hey', 'chief', 'give', 'bell', 'get', 'need', 'talk', 'royal', 'visit', '1st', 'june']",ham
"['check', 'got', 'detailed', 'message']",ham
"['lmao', 'fun']",ham
"['ü', 'collecting', 'ur', 'laptop', 'going', 'configure', 'da', 'setting', 'izzit']",ham
"['motivate', 'behind', 'every', 'darkness', 'shining', 'light', 'waiting', 'find', 'behind', 'every', 'best', 'friend', 'always', 'trust', 'love', 'bslvyl']",ham
"['pls', 'help', 'tell', 'ashley', 'cant', 'find', 'number', 'oh']",ham
['ok'],ham
"['collect', 'valentine', 'weekend', 'paris', 'inc', 'flight', 'hotel', '200', 'prize', 'guaranteed', 'text', 'paris', '69101', 'www', 'rtf', 'sphosting', 'com']",spam
"['oh', 'get', 'paid', 'outstanding', 'one', 'commercial', 'hasbro', 'august', 'made', 'u', 'jump', 'many', 'hoop', 'get', 'paid', 'still']",ham
"['7', 'wonder', 'world', '7th', '6th', 'ur', 'style', '5th', 'ur', 'smile', '4th', 'ur', 'personality', '3rd', 'ur', 'nature', '2nd', 'ur', 'sms', '1st', 'ur', 'lovely', 'friendship', 'good', 'morning', 'dear']",ham
"['5', 'free', 'top', 'polyphonic', 'tones', 'call', '087018728737', 'national', 'rate', 'get', 'toppoly', 'tune', 'sent', 'every', 'week', 'text', 'subpoly', '81618', '3', 'per', 'pole', 'unsub', '08718727870']",spam
"['next', 'lt', 'gt', 'hour', 'imma', 'flip', 'shit']",ham
"['pandy', 'joined', '4w', 'technology', 'today', 'got', 'job']",ham
"['electricity', 'went', 'fml']",ham
"['wanna', 'gym', 'harri']",ham
"['abt', 'making', 'pic', 'bigger']",ham
"['taught', 'ranjith', 'sir', 'called', 'sm', 'like', 'becaus', 'he', 'verifying', 'project', 'prabu', 'told', 'today', 'pa', 'dont', 'mistake']",ham
"['u', 'make', 'fb', 'list']",ham
"['right', 'think']",ham
"['meet', 'library']",ham
"['oh', 'ho', 'first', 'time', 'u', 'use', 'type', 'word']",ham
"['convey', 'regard']",ham
"['dear', 'got', 'lt', 'gt', 'dollar', 'hi', 'hi']",ham
"['wow', 'never', 'realized', 'embarassed', 'accomodations', 'thought', 'liked', 'since', 'best', 'could', 'always', 'seemed', 'happy', 'cave', 'sorry', 'give', 'sorry', 'offered', 'sorry', 'room', 'embarassing']",ham
"['takin', 'shower', 'yeah', 'leave', 'done']",ham
['alrite'],ham
"['please', 'dont', 'say', 'like', 'hi', 'hi', 'hi']",ham
"['sorry', 'roommate', 'took', 'forever', 'ok', 'come']",ham
"['lt', 'gt', 'great', 'loxahatchee', 'xmas', 'tree', 'burning', 'update', 'totally', 'see', 'star']",ham
"['u', 'ned', 'convince', 'tht', 'possible', 'witot', 'hurting', 'feeling', 'main']",ham
